Id,Sales
600,5116.49267578
601,5041.40771484
602,8248.03027344
603,4575.90966797
604,4057.32714844
605,5807.75097656
606,5430.16992188
607,6534.15185547
608,6606.13037109
609,3383.78759766
610,6991.00292969
611,7493.90917969
612,6967.47753906
613,4566.47802734
614,4309.00878906
615,7500.13037109
616,4711.03320312
617,9189.97558594
618,4074.06982422
619,4755.31933594
620,6561.92626953
621,5401.86572266
622,4629.38378906
623,5248.04199219
624,6976.20849609
625,8801.2421875
626,9278.79882812
627,5448.80712891
628,3661.10668945
629,5475.97851562
630,6044.97119141
631,4690.16162109
632,5932.81787109
633,5501.23925781
634,11150.2402344
635,7180.27197266
636,5777.99072266
637,7377.43701172
638,4871.40039062
639,8761.16601562
640,5674.27441406
641,12904.1904297
642,5843.76464844
643,5072.12792969
644,4953.71142578
645,4007.83203125
646,6774.60888672
647,18363.7753906
648,4171.29931641
649,4379.52441406
650,9386.05566406
651,6130.74169922
652,6946.734375
653,7510.08007812
654,6032.93261719
655,4690.99365234
656,4348.33789062
657,9235.95117188
658,5668.03173828
659,7120.86816406
660,7099.50585938
661,4459.48193359
662,6618.625
663,6036.25927734
664,3664.60791016
665,8553.31152344
666,8391.36132812
667,4301.52197266
668,7273.39501953
669,6533.37890625
670,4477.63525391
671,8809.6328125
672,6147.04882812
673,7121.89404297
674,4370.95654297
675,4658.62451172
676,5984.20654297
677,3983.13110352
678,7408.15917969
679,3906.41015625
680,5825.58837891
681,4686.25292969
682,5742.15283203
683,5967.5625
684,6505.22900391
685,6864.25195312
686,7490.91455078
687,5729.21386719
688,6885.68164062
689,6251.14892578
690,8101.68359375
691,8964.1484375
692,6506.0234375
693,3021.67163086
694,5715.203125
695,6692.27441406
696,3655.77050781
697,10681.8261719
698,5497.23144531
699,6076.79003906
700,10135.6025391
701,6416.25195312
702,4265.69482422
703,11499.9072266
704,9078.22167969
705,5413.62060547
706,8478.65917969
707,9546.00976562
708,5635.97607422
709,4962.94824219
710,6664.08837891
711,5446.32861328
712,5799.30908203
713,6767.32421875
714,4512.33984375
715,5937.76513672
716,7327.72265625
717,6398.80908203
718,7613.31591797
719,5615.40283203
720,6164.19335938
721,3850.92724609
722,7420.5703125
723,6890.18847656
724,5660.65136719
725,6145.60693359
726,6967.53076172
727,8917.99609375
728,5346.89599609
729,5158.65625
730,6265.92919922
731,6939.59521484
732,6378.14013672
733,4357.77197266
734,4085.75317383
735,6923.265625
736,7325.04638672
737,5460.75292969
738,7922.88232422
739,5707.65820312
740,6407.21289062
741,4905.35058594
742,3103.24194336
743,6410.11669922
744,6139.8828125
745,6447.24462891
746,8472.32128906
747,7837.99365234
748,4601.99365234
749,7850.15136719
750,3925.68969727
751,2983.43261719
752,7321.64453125
753,11414.5205078
754,7712.13525391
755,7014.31347656
756,4827.71435547
757,6438.90527344
758,7696.55664062
759,6019.98193359
760,7832.38867188
761,4702.93847656
762,4207.44140625
763,5259.75390625
764,5278.57617188
765,5439.84375
766,5054.77929688
767,5014.67382812
768,4022.05639648
769,6584.50927734
770,6475.58203125
771,5459.74804688
772,5654.18652344
773,6626.2109375
774,5535.97509766
775,5253.25585938
776,8332.23144531
777,7016.98339844
778,5288.26220703
779,3363.52197266
780,11760.3886719
781,6021.64160156
782,5231.80810547
783,8104.75146484
784,6839.77001953
785,7201.40380859
786,5625.64794922
787,7322.82470703
788,9030.30175781
789,12998.6367188
790,4951.07568359
791,4693.03466797
792,4938.27001953
793,6269.38476562
794,5478.27734375
795,6739.29101562
796,8561.7421875
797,5575.10888672
798,3923.76147461
799,5610.76123047
800,7937.84326172
801,4792.90234375
802,7169.96582031
803,3876.92700195
804,6835.56347656
805,7500.30175781
806,7145.71582031
807,8260.72949219
808,6068.2578125
809,4066.78564453
810,5835.38183594
811,6795.21435547
812,8204.73535156
813,7277.08691406
814,7606.44970703
815,6029.83789062
816,4204.03515625
817,9473.34082031
818,4188.86425781
819,9423.13769531
820,5861.64550781
821,4460.234375
822,6595.52783203
823,5890.92041016
824,7362.66064453
825,7644.68457031
826,3829.20483398
827,4379.58300781
828,7612.04492188
829,8713.66503906
830,9370.50976562
831,5395.19189453
832,5726.6953125
833,6124.40576172
834,6093.34326172
835,5371.51464844
836,8936.20019531
837,8324.09863281
838,10979.2099609
839,4130.39453125
840,5493.96044922
841,9910.40625
842,7498.18408203
843,5254.42822266
844,9601.96679688
845,6288.54931641
846,5300.83251953
847,5397.296875
848,4969.44287109
849,5191.08642578
850,6016.77294922
851,4976.37792969
852,4718.67431641
853,8965.84179688
854,6520.18115234
855,20056.8320312
856,6802.09472656
857,4115.62646484
858,7513.54785156
859,8794.98242188
860,6977.04101562
861,7255.06884766
862,5608.95800781
863,8220.17382812
864,8264.28417969
865,5457.80029297
866,5603.8828125
867,6649.1484375
868,8364.85449219
869,7278.97509766
870,8589.07714844
871,5857.07958984
872,4734.38232422
873,5545.08056641
874,9957.609375
875,10518.2900391
876,9699.64550781
877,7937.6015625
878,3891.02075195
879,5531.43603516
880,4244.53173828
881,7777.36865234
882,10849.5791016
883,9453.5546875
884,6038.96630859
885,5335.39257812
886,4162.80078125
887,5717.22070312
888,10710.5537109
889,6295.72119141
890,4932.34814453
891,5340.78955078
892,7443.46679688
893,3603.21386719
894,7529.55322266
895,4130.12646484
896,6372.44287109
897,6285.56884766
898,5148.15185547
899,7431.47802734
900,6725.703125
901,5102.93310547
902,6776.85839844
903,6924.61914062
904,11040.5761719
905,5635.70751953
906,8457.88574219
907,7227.09765625
908,9132.09863281
909,6462.90771484
910,8948.421875
911,4559.875
912,4863.10400391
913,6170.29345703
914,5302.21826172
915,8458.61035156
916,7713.16503906
917,5531.97949219
918,6871.77246094
919,6562.71435547
920,9206.00488281
921,3811.69726562
922,11941.5009766
923,5025.40527344
924,6199.92675781
925,8284.31347656
926,4977.5078125
927,6143.60253906
928,5839.56884766
929,7273.29101562
930,5380.23193359
931,5852.10400391
932,7056.97949219
933,7755.98974609
934,6934.64599609
935,5078.13525391
936,7140.70800781
937,11465.5410156
938,6431.06689453
939,4365.94335938
940,6535.11767578
941,5695.26953125
942,5670.54052734
943,7244.24023438
944,3914.13549805
945,7741.46679688
946,6121.81884766
947,6939.40332031
948,6487.18554688
949,4259.10009766
950,5207.69042969
951,4975.85546875
952,8203.921875
953,8595.85449219
954,5025.59228516
955,4349.17578125
956,6912.95849609
957,5662.109375
958,6136.11230469
959,7197.08447266
960,6706.16601562
961,7605.10791016
962,5577.07128906
963,4492.12939453
964,6519.69628906
965,7385.49853516
966,7922.88232422
967,8036.68066406
968,7998.00292969
969,5771.19970703
970,8292.2265625
971,6075.86279297
972,6861.21484375
973,8377.95800781
974,6162.14160156
975,10086.8642578
976,7699.44189453
977,7644.14550781
978,5423.78222656
979,7097.77246094
980,7613.08349609
981,6558.20947266
982,4092.64135742
983,4988.07324219
984,7625.125
985,5091.20166016
986,3923.75415039
987,8384.43261719
988,6451.26123047
989,5566.85107422
990,5670.17333984
991,5453.64794922
992,7437.02978516
993,6877.62109375
994,6378.32275391
995,5356.35986328
996,4911.78857422
997,6421.77441406
998,3942.06958008
999,6190.90332031
1000,5119.32421875
1001,8164.44677734
1002,7638.97021484
1003,6028.09521484
1004,12810.2597656
1005,5658.10351562
1006,4807.50439453
1007,10775.3808594
1008,6585.94775391
1009,8240.56152344
1010,7243.67382812
1011,4628.08544922
1012,6172.61328125
1013,5514.56738281
1014,8157.30175781
1015,11462.7519531
1016,5982.47167969
1017,3106.4050293
1018,5023.13378906
1019,8554.37207031
1020,8542.96484375
1021,6285.27490234
1022,6851.60839844
1023,4642.87158203
1024,5395.26416016
1025,3237.54394531
1026,4909.85839844
1027,5759.67822266
1028,7108.83642578
1029,6944.32958984
1030,6372.66748047
1031,7847.43408203
1032,9000.60253906
1033,7534.68994141
1034,4864.55615234
1035,9211.06347656
1036,11250.7949219
1037,5953.68457031
1038,7251.18798828
1039,5059.63183594
1040,6384.10498047
1041,4049.92236328
1042,7156.42431641
1043,5315.140625
1044,8863.30273438
1045,7046.27197266
1046,8341.51953125
1047,8116.38671875
1048,5171.96923828
1049,8461.05566406
1050,18139.0878906
1051,10190.5625
1052,5960.98046875
1053,2874.10913086
1054,6042.08935547
1055,8172.44775391
1056,5369.81884766
1057,12569.9951172
1058,17890.5839844
1059,3952.13769531
1060,5323.10595703
1061,7999.078125
1062,5134.234375
1063,8386.60839844
1064,6631.86376953
1065,7561.08203125
1066,4507.67675781
1067,6439.55029297
1068,5948.59277344
1069,7335.42138672
1070,9383.99707031
1071,5765.62597656
1072,5376.10205078
1073,7132.0703125
1074,5230.33154297
1075,5095.24804688
1076,7348.47460938
1077,5673.70605469
1078,6009.27099609
1079,7234.73242188
1080,6240.38964844
1081,5778.71337891
1082,6855.7265625
1083,7011.43017578
1084,7755.98242188
1085,6096.13378906
1086,7236.51953125
1087,5292.55664062
1088,3659.64697266
1089,6104.55908203
1090,6537.9296875
1091,5962.24853516
1092,4634.63720703
1093,9189.31933594
1094,6953.46289062
1095,9419.46191406
1096,7117.75830078
1097,5530.15917969
1098,5115.83349609
1099,4096.45800781
1100,9615.30957031
1101,5038.20605469
1102,7719.57568359
1103,14094.7851562
1104,6849.30126953
1105,6319.67236328
1106,4789.26025391
1107,4452.89746094
1108,7113.02783203
1109,3906.21655273
1110,5842.828125
1111,10275.9345703
1112,5155.44384766
1113,17215.0332031
1114,13571.3046875
1115,4597.05371094
1116,7123.68066406
1117,5307.62695312
1118,6502.79736328
1119,5625.02587891
1120,10896.6806641
1121,7134.85302734
1122,9340.35058594
1123,4459.89453125
1124,7257.15185547
1125,4544.86328125
1126,8521.65136719
1127,6588.19726562
1128,5896.046875
1129,5967.45996094
1130,5974.97265625
1131,7836.70800781
1132,9308.64550781
1133,5508.10644531
1134,9928.32617188
1135,6373.96191406
1136,9189.74804688
1137,5214.14208984
1138,5370.38769531
1139,5266.77734375
1140,10025.2890625
1141,5940.7109375
1142,7229.44873047
1143,6664.08154297
1144,8735.31640625
1145,4387.87109375
1146,7908.82373047
1147,6534.34472656
1148,4012.29248047
1149,14668.2392578
1150,16172.6611328
1151,7362.12744141
1152,6940.37646484
1153,9193.08007812
1154,10151.3134766
1155,10653.1542969
1156,5411.28759766
1157,7682.23291016
1158,5741.41308594
1159,7905.8671875
1160,4065.15673828
1161,5910.69824219
1162,5570.45263672
1163,5875.69580078
1164,7390.47314453
1165,5431.13916016
1166,4808.375
1167,6664.57763672
1168,3703.92089844
1169,4529.81445312
1170,5762.00292969
1171,6735.55761719
1172,9163.05371094
1173,8420.13476562
1174,7043.85986328
1175,6150.67382812
1176,5991.52832031
1177,10996.6386719
1178,7886.33886719
1179,5590.24267578
1180,4719.74609375
1181,7629.28613281
1182,4473.86132812
1183,7084.10351562
1184,3411.99755859
1185,5429.55371094
1186,7711.046875
1187,5794.27734375
1188,5032.52880859
1189,8218.35546875
1190,8700.8671875
1191,11972.0976562
1192,5736.55761719
1193,8999.43457031
1194,3104.23950195
1195,5257.63720703
1196,6147.51855469
1197,4354.35595703
1198,7857.41796875
1199,5155.89648438
1200,4790.41601562
1201,8997.33984375
1202,10776.2958984
1203,8256.41308594
1204,5436.84570312
1205,5045.74658203
1206,8634.13671875
1207,7212.56005859
1208,6213.47216797
1209,5038.97509766
1210,6878.2578125
1211,9593.54394531
1212,4372.73681641
1213,6335.890625
1214,7797.37841797
1215,8427.36621094
1216,12475.0224609
1217,5333.32617188
1218,13531.3291016
1219,6461.76123047
1220,4998.23242188
1221,3597.02880859
1222,6296.83837891
1223,6036.79541016
1224,5511.43359375
1225,7088.61181641
1226,4785.92626953
1227,4475.99169922
1228,7036.66113281
1229,3651.43847656
1230,7633.71142578
1231,6849.78466797
1232,7869.80810547
1233,8811.27929688
1234,5241.61376953
1235,8858.49316406
1236,6424.98486328
1237,5359.64111328
1238,5901.70166016
1239,5696.68212891
1240,10281.4833984
1241,6444.80371094
1242,4757.62841797
1243,7245.06933594
1244,8519.15625
1245,7129.95458984
1246,6311.93798828
1247,8554.37207031
1248,5318.88867188
1249,5732.296875
1250,6108.07128906
1251,8285.19824219
1252,6042.96484375
1253,5954.34912109
1254,5534.19628906
1255,5075.94189453
1256,3923.75024414
1257,4867.02978516
1258,8217.67285156
1259,7824.37695312
1260,10354.5722656
1261,10877.8964844
1262,7777.67285156
1263,5366.27587891
1264,4906.30029297
1265,10682.1923828
1266,10631.078125
1267,7327.42919922
1268,8537.79296875
1269,8078.31884766
1270,5784.65234375
1271,3961.24902344
1272,10224.6582031
1273,6965.60351562
1274,6693.60839844
1275,6320.11865234
1276,3003.27612305
1277,11190.7998047
1278,6039.52539062
1279,5276.71875
1280,4590.17822266
1281,5219.81982422
1282,6168.99316406
1283,8800.06738281
1284,5928.60302734
1285,4950.62695312
1286,4774.59521484
1287,4325.51855469
1288,3207.06884766
1289,6647.75341797
1290,17836.2539062
1291,4344.8671875
1292,5529.39404297
1293,6937.265625
1294,5289.82617188
1295,5315.7890625
1296,4850.07714844
1297,4168.546875
1298,7079.58447266
1299,6741.70214844
1300,4070.75219727
1301,8390.07226562
1302,6032.40917969
1303,4811.44042969
1304,8433.49316406
1305,7407.17724609
1306,9142.27734375
1307,5507.16113281
1308,6888.96630859
1309,4637.63525391
1310,4765.76318359
1311,15614.9199219
1312,10507.4716797
1313,6071.25732422
1314,5261.69580078
1315,4731.00537109
1316,5731.08300781
1317,4395.90234375
1318,9034.63574219
1319,5039.21484375
1320,5506.54101562
1321,6735.14648438
1322,4595.94433594
1323,6394.67236328
1324,7303.140625
1325,6779.51513672
1326,6891.52294922
1327,4345.41015625
1328,5359.97314453
1329,6747.22802734
1330,9383.08398438
1331,8238.10058594
1332,6545.21728516
1333,4575.61279297
1334,7553.70800781
1335,6015.63085938
1336,4454.25683594
1337,7056.00390625
1338,7293.38818359
1339,6590.49072266
1340,6126.24072266
1341,6384.640625
1342,5873.84667969
1343,5550.79589844
1344,6679.15039062
1345,6304.83154297
1346,6411.40673828
1347,9022.90625
1348,5632.55859375
1349,4753.58691406
1350,11314.0136719
1351,5973.90087891
1352,3641.09399414
1353,7640.27490234
1354,8596.31347656
1355,9922.11621094
1356,4730.87451172
1357,5858.77832031
1358,5870.53613281
1359,7201.1015625
1360,5784.3046875
1361,8066.38476562
1362,3354.6105957
1363,6005.95849609
1364,6334.54833984
1365,5787.78173828
1366,5150.20947266
1367,6675.35449219
1368,8838.54199219
1369,5520.56738281
1370,8418.48046875
1371,6728.77636719
1372,8741.00976562
1373,4683.63427734
1374,6580.89306641
1375,6447.9765625
1376,7155.05224609
1377,8069.72412109
1378,3924.84350586
1379,8748.90722656
1380,6348.03076172
1381,7259.17333984
1382,4349.82324219
1383,4026.22119141
1384,8132.84619141
1385,6432.50878906
1386,8684.91503906
1387,6555.65771484
1388,5668.69140625
1389,8144.40429688
1390,6847.68164062
1391,6951.31445312
1392,7724.01660156
1393,6003.04345703
1394,8670.5546875
1395,10338.3779297
1396,7772.81542969
1397,5079.13330078
1398,5803.76367188
1399,4197.30322266
1400,3284.61181641
1401,7990.68261719
1402,5304.27636719
1403,8415.86425781
1404,4625.75537109
1405,6161.45458984
1406,6185.53808594
1407,9897.68359375
1408,4959.86767578
1409,5357.72412109
1410,5766.94628906
1411,7198.78759766
1412,4844.68603516
1413,7018.91748047
1414,7176.36279297
1415,7888.09960938
1416,7490.31445312
1417,6881.89306641
1418,5512.32177734
1419,4816.95996094
1420,4730.04394531
1421,10727.7802734
1422,9134.50390625
1423,6806.125
1424,14593.1679688
1425,5834.39648438
1426,5424.00976562
1427,6047.34179688
1428,8303.31445312
1429,10465.6035156
1430,6793.19873047
1431,7987.75683594
1432,7869.26757812
1433,7444.36865234
1434,6322.67529297
1435,5644.54101562
1436,4919.01367188
1437,4813.32226562
1438,4255.17333984
1439,5072.07958984
1440,8580.20996094
1441,15655.1962891
1442,6621.49121094
1443,5125.52929688
1444,7257.92089844
1445,4112.828125
1446,5931.00683594
1447,3845.56396484
1448,8532.82714844
1449,6251.47607422
1450,6168.89941406
1451,12830.7041016
1452,11796.4824219
1453,5498.57373047
1454,6605.29882812
1455,3849.05053711
1456,5295.56103516
1457,5172.69433594
1458,8237.40136719
1459,4720.42138672
1460,4125.06298828
1461,6003.87988281
1462,5435.86523438
1463,6698.16210938
1464,6648.21630859
1465,3351.61987305
1466,6967.38476562
1467,7723.30957031
1468,6995.01171875
1469,4713.33935547
1470,4492.17236328
1471,7665.47949219
1472,4785.75292969
1473,9572.11230469
1474,4215.78173828
1475,4742.58105469
1476,6710.32470703
1477,5769.51025391
1478,4789.890625
1479,5300.98388672
1480,7142.56738281
1481,9123.71484375
1482,9771.99902344
1483,5368.32373047
1484,3716.91430664
1485,5663.36230469
1486,6240.88916016
1487,4839.71142578
1488,6134.64306641
1489,5643.88427734
1490,11608.2080078
1491,7356.04833984
1492,5815.77246094
1493,7728.47509766
1494,5045.77099609
1495,8994.27734375
1496,5897.74023438
1497,13510.7216797
1498,5894.96728516
1499,5294.859375
1500,5255.1953125
1501,4010.75415039
1502,7103.89501953
1503,19178.6796875
1504,4415.51123047
1505,4355.08349609
